"filename","id_no","seasonal","binomial","category","path"
"109464537_1",109464537,1,"Ctenotus saxatilis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109464537_1.tif"
"48617902_1",48617902,1,"Epictia peruviana","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48617902_1.tif"
"176683_1",176683,1,"Myrrophis bennettii","DD",NA
"102707094_1",102707094,1,"Cacophis squamulosus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102707094_1.tif"
"51178956_1",51178956,1,"Ameiva concolor","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\51178956_1.tif"
"178695_1",178695,1,"Eremiascincus timorensis","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178695_1.tif"
"64095_1",64095,1,"Sceloporus clarkii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64095_1.tif"
"70493650_1",70493650,1,"Liolaemus villaricensis","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\70493650_1.tif"
"63955_1",63955,1,"Tantilla planiceps","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63955_1.tif"
"44960378_1",44960378,1,"Acontias lineatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44960378_1.tif"
"178554_1",178554,1,"Gekko badenii","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178554_1.tif"
"150250153_1",150250153,1,"Chondrodactylus laevigatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\150250153_1.tif"
"18517_1",18517,1,"Pseudocordylus spinosus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\18517_1.tif"
"104686545_1",104686545,1,"Cyrtodactylus bidoupimontis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104686545_1.tif"
"102874085_1",102874085,1,"Anilios splendidus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102874085_1.tif"
"172568_1",172568,1,"Rhampholeon chapmanorum","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172568_1.tif"
"170375_1",170375,1,"Aphaniotis fusca","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\170375_1.tif"
"2593_1",2593,1,"Barkudia insularis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\2593_1.tif"
"172945_1",172945,1,"Lygodactylus tolampyae","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172945_1.tif"
"118237220_1",118237220,1,"Letheobia zenkeri","DD",NA
"102349622_1",102349622,1,"Tytthoscincus leproauricularis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102349622_1.tif"
"172619_1",172619,1,"Cnemaspis nairi","NT",NA
"47102795_1",47102795,1,"Exila nigropalmata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\47102795_1.tif"
"49845618_1",49845618,1,"Tropidurus melanopleurus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\49845618_1.tif"
"109481391_1",109481391,1,"Techmarscincus jigurru","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109481391_1.tif"
"48836207_1",48836207,1,"Phrynocephalus saidalievi","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48836207_1.tif"
"44960156_1",44960156,1,"Acontias occidentalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44960156_1.tif"
"178547_1",178547,1,"Antillotyphlops hypomethes","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178547_1.tif"
"102874436_1",102874436,1,"Anilios wiedii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102874436_1.tif"
"56062203_1",56062203,1,"Liolaemus gracielae","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56062203_1.tif"
"178197_1",178197,1,"Lerista kennedyensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178197_1.tif"
"13265429_1",13265429,1,"Meizodon krameri","DD",NA
"75605974_1",75605974,1,"Sphaerodactylus underwoodi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75605974_1.tif"
"13300856_1",13300856,1,"Letheobia coecatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13300856_1.tif"
"56062171_1",56062171,1,"Liolaemus goetschi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56062171_1.tif"
"42495075_1",42495075,1,"Gerrhopilus ceylonicus","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42495075_1.tif"
"104687493_1",104687493,1,"Cyrtodactylus cryptus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104687493_1.tif"
"170413_1",170413,1,"Phrynocephalus przewalskii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\170413_1.tif"
"64296_1",64296,1,"Agkistrodon bilineatus","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64296_1.tif"
"191952_1",191952,1,"Oligodon taeniatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\191952_1.tif"
"178216_1",178216,1,"Saltuarius cornutus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178216_1.tif"
"170419_1",170419,1,"Pogona barbata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\170419_1.tif"
"183085384_1",183085384,1,"Pseudogekko hungkag","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\183085384_1.tif"
"178202_1",178202,1,"Trachylepis vato","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178202_1.tif"
"172542_1",172542,1,"Chamaeleo laevigatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172542_1.tif"
"4094_1",4094,1,"Celestus duquesneyi","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\4094_1.tif"
"42485692_1",42485692,1,"Varanus bogerti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42485692_1.tif"
"172565_1",172565,1,"Kinyongia fischeri","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172565_1.tif"
"11522_1",11522,1,"Lepidoblepharis montecanoensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\11522_1.tif"
"196966_1",196966,1,"Monopeltis infuscata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196966_1.tif"
"110230238_1",110230238,1,"Trachylepis punctulata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110230238_1.tif"
"178631_1",178631,1,"Tropidurus psammonastes","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178631_1.tif"
"215164369_1",215164369,1,"Kinosternon vogti","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\215164369_1.tif"
"64318_1",64318,1,"Crotalus horridus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64318_1.tif"
"109452786_1",109452786,1,"Cryptoblepharus bitaeniatus","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109452786_1.tif"
"44579307_1",44579307,1,"Gonatodes vittatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44579307_1.tif"
"109476560_1",109476560,1,"Lerista kendricki","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109476560_1.tif"
"55965377_1",55965377,1,"Philodryas boliviana","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\55965377_1.tif"
"44648039_1",44648039,1,"Hemidactylus longicephalus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44648039_1.tif"
"191935_1",191935,1,"Oligodon chinensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\191935_1.tif"
"186093_1",186093,1,"Panaspis togoensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\186093_1.tif"
"169851_1",169851,1,"Pseudorabdion ater","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169851_1.tif"
"50950605_1",50950605,1,"Echinosaura keyi","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\50950605_1.tif"
"178213_1",178213,1,"Pedioplanis gaerdesi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178213_1.tif"
"192238_1",192238,1,"Bungarus candidus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\192238_1.tif"
"102347313_1",102347313,1,"Tytthoscincus cophias","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102347313_1.tif"
"47155146_1",47155146,1,"Lygisaurus rococo","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\47155146_1.tif"
"197004_1",197004,1,"Pedioplanis benguelensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\197004_1.tif"
"64182_1",64182,1,"Anolis adleri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64182_1.tif"
"164731_1",164731,1,"Teratoscincus microlepis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164731_1.tif"
"202874_1",202874,1,"Dasia nicobarensis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\202874_1.tif"
"198529_1",198529,1,"Tropidodipsas fasciata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\198529_1.tif"
"47154209_1",47154209,1,"Lygisaurus abscondita","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\47154209_1.tif"
"178282_1",178282,1,"Anolis fraseri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178282_1.tif"
"169857_1",169857,1,"Hemibungarus calligaster","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169857_1.tif"
"18519275_1",18519275,1,"Hemidactylus newtoni","DD",NA
"172933_1",172933,1,"Zonosaurus bemaraha","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172933_1.tif"
"172673_1",172673,1,"Sphenomorphus indicus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172673_1.tif"
"64253_1",64253,1,"Aspidoscelis canus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64253_1.tif"
"101950792_1",101950792,1,"Gekko trinotaterra","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\101950792_1.tif"
"164573_1",164573,1,"Ophiomorus streeti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164573_1.tif"
"63707_1",63707,1,"Gerrhonotus infernalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63707_1.tif"
"176791_1",176791,1,"Dipsas pavonina","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176791_1.tif"
"44578624_1",44578624,1,"Loxopholis ioanna","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44578624_1.tif"
"177522_1",177522,1,"Siphlophis pulcher","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\177522_1.tif"
"102830838_1",102830838,1,"Delma molleri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102830838_1.tif"
"109475917_1",109475917,1,"Lerista eupoda","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109475917_1.tif"
"109452429_1",109452429,1,"Cryptoblepharus adamsi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109452429_1.tif"
"172939_1",172939,1,"Uroplatus fimbriatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172939_1.tif"
"172606_1",172606,1,"Lycodon nympha","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172606_1.tif"
"15158400_1",15158400,1,"Atractus latifrons","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15158400_1.tif"
"42683297_1",42683297,1,"Bradypodion ngomeense","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42683297_1.tif"
"13152089_1",13152089,1,"Tarentola protogigas","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13152089_1.tif"
"75605443_1",75605443,1,"Sphaerodactylus fantasticus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75605443_1.tif"
"172890_1",172890,1,"Lygodactylus montanus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172890_1.tif"
"63738_1",63738,1,"Carphophis amoenus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63738_1.tif"
"127938699_1",127938699,1,"Cnemaspis rajakarunai","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\127938699_1.tif"
"190603_1",190603,1,"Dispholidus typus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\190603_1.tif"
"190576_1",190576,1,"Cubophis vudii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\190576_1.tif"
"101949735_1",101949735,1,"Cyrtodactylus pubisulcus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\101949735_1.tif"
"203173_1",203173,1,"Coleodactylus brachystoma","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203173_1.tif"
"178334_1",178334,1,"Saproscincus czechurai","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178334_1.tif"
"61584_1",61584,1,"Timon pater","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61584_1.tif"
"42483576_1",42483576,1,"Cryptoblepharus virgatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42483576_1.tif"
"176348_1",176348,1,"Aspidura copei","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176348_1.tif"
"15203324_1",15203324,1,"Bothrops jararaca","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15203324_1.tif"
"75606693_1",75606693,1,"Tropidophis wrighti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75606693_1.tif"
"172819_1",172819,1,"Liophidium maintikibo","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172819_1.tif"
"15179202_1",15179202,1,"Erythrolamprus breviceps","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15179202_1.tif"
"63761_1",63761,1,"Conopsis amphisticha","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63761_1.tif"
"198399_1",198399,1,"Ptyodactylus hasselquistii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\198399_1.tif"
"198513_1",198513,1,"Stenodactylus sthenodactylus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\198513_1.tif"
"64290_1",64290,1,"Aspidoscelis tigris","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64290_1.tif"
"64094_1",64094,1,"Sceloporus chrysostictus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64094_1.tif"
"203822_1",203822,1,"Trioceros camerunensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203822_1.tif"
"164770_1",164770,1,"Darevskia sapphirina","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164770_1.tif"
"183202_1",183202,1,"Oligodon vertebralis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\183202_1.tif"
"109471643_1",109471643,1,"Eroticoscincus graciloides","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109471643_1.tif"
"101754523_1",101754523,1,"Cyrtodactylus pantiensis","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\101754523_1.tif"
"15178654_1",15178654,1,"Helicops gomesi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15178654_1.tif"
"178594_1",178594,1,"Tropidurus erythrocephalus","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178594_1.tif"
"177428_1",177428,1,"Opisthotropis maxwelli","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\177428_1.tif"
"127934829_1",127934829,1,"Sarada deccanensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\127934829_1.tif"
"75606510_1",75606510,1,"Tropidophis haetianus","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75606510_1.tif"
"22528765_1",22528765,1,"Diporiphora pindan","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\22528765_1.tif"
"22476644_1",22476644,1,"Afrotyphlops obtusus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\22476644_1.tif"
"178586_1",178586,1,"Sphaerodactylus corticola","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178586_1.tif"
"20878526_1",20878526,1,"Eirenis africana","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\20878526_1.tif"
"172598_1",172598,1,"Grypotyphlops acutus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172598_1.tif"
"176245_1",176245,1,"Monopeltis jugularis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176245_1.tif"
"63705_1",63705,1,"Elgaria paucicarinata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63705_1.tif"
"102831722_1",102831722,1,"Pygopus steelescotti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102831722_1.tif"
"13300669_1",13300669,1,"Antaresia perthensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13300669_1.tif"
"176839_1",176839,1,"Erythrolamprus williamsi","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176839_1.tif"
"64116_1",64116,1,"Sceloporus jarrovii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64116_1.tif"
"56077744_1",56077744,1,"Liolaemus nigroviridis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56077744_1.tif"
"3012_1",3012,1,"Bradypodion setaroi","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\3012_1.tif"
"102731769_1",102731769,1,"Cyrtodactylus sadleiri","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102731769_1.tif"
"203158_1",203158,1,"Urostrophus vautieri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203158_1.tif"
"62235_1",62235,1,"Masticophis flagellum","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\62235_1.tif"
"18487459_1",18487459,1,"Hemidactylus aporus","DD",NA
"203171_1",203171,1,"Aristelliger reyesi","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203171_1.tif"
"16285718_1",16285718,1,"Chelonia mydas Hawaiian subpopulation","LC",NA
"127914543_1",127914543,1,"Bungarus lividus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\127914543_1.tif"
"102342933_1",102342933,1,"Dasia johnsinghi","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102342933_1.tif"
"50956409_1",50956409,1,"Philodryas georgeboulengeri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\50956409_1.tif"
"44647979_1",44647979,1,"Chamaesaura tenuior","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44647979_1.tif"
"192226_1",192226,1,"Calliophis maculiceps","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\192226_1.tif"
"178437_1",178437,1,"Acanthodactylus haasi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178437_1.tif"
"98152257_1",98152257,1,"Goniurosaurus kuroiwae","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\98152257_1.tif"
"197199_1",197199,1,"Lankascincus dorsicatenatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\197199_1.tif"
"169825_1",169825,1,"Cyclocorus nuchalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169825_1.tif"
"13265376_1",13265376,1,"Hapsidophrys lineatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13265376_1.tif"
"83410143_1",83410143,1,"Ctenophorus fionni","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\83410143_1.tif"
"164739_1",164739,1,"Asaccus elisae","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164739_1.tif"
"169873_1",169873,1,"Brachymeles vermis","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169873_1.tif"
"74856459_1",74856459,1,"Amphisbaena leali","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\74856459_1.tif"
"172803_1",172803,1,"Phelsuma masohoala","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172803_1.tif"
"176320_1",176320,1,"Furcifer tuzetae","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176320_1.tif"
"102674060_1",102674060,1,"Diplodactylus tessellatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102674060_1.tif"
"75607373_1",75607373,1,"Typhlops pachyrhinus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75607373_1.tif"
"44980127_1",44980127,1,"Atheris hispida","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44980127_1.tif"
"46585_1",46585,1,"Caiman latirostris","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\46585_1.tif"
"99943145_1",99943145,1,"Cnemaspis grismeri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\99943145_1.tif"
"169855_1",169855,1,"Parvoscincus lawtoni","DD",NA
"56155603_1",56155603,1,"Liolaemus tristis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56155603_1.tif"
"13265441_1",13265441,1,"Meizodon regularis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13265441_1.tif"
"13289333_1",13289333,1,"Mehelya stenopthalmus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13289333_1.tif"
"96264819_1",96264819,1,"Diploderma polygonatum","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\96264819_1.tif"
"62234_1",62234,1,"Drymarchon corais","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\62234_1.tif"
"48616777_1",48616777,1,"Stenocercus eunetopsis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48616777_1.tif"
"120685398_1",120685398,1,"Monopeltis vanderysti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\120685398_1.tif"
"109462545_1",109462545,1,"Cryptoblepharus pannosus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109462545_1.tif"
"102702792_1",102702792,1,"Strophurus williamsi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102702792_1.tif"
"64311_1",64311,1,"Crotalus atrox","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64311_1.tif"
"109481007_1",109481007,1,"Pseudemoia spenceri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109481007_1.tif"
"203148_1",203148,1,"Leiosaurus jaguaris","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203148_1.tif"
"15178878_1",15178878,1,"Helicops modestus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15178878_1.tif"
"99942920_1",99942920,1,"Cnemaspis harimau","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\99942920_1.tif"
"20878130_1",20878130,1,"Atractaspis engdahli","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\20878130_1.tif"
"178614_1",178614,1,"Ctenotus allotropis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178614_1.tif"
"176824_1",176824,1,"Leioheterodon modestus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176824_1.tif"
"196636_1",196636,1,"Sphenomorphus fragosus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196636_1.tif"
"109481287_1",109481287,1,"Saproscincus oriarus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109481287_1.tif"
"102827983_1",102827983,1,"Aprasia picturata","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102827983_1.tif"
"61364057_1",61364057,1,"Rhampholeon maspictus","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61364057_1.tif"
"169694_1",169694,1,"Haemodracon riebeckii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169694_1.tif"
"177577_1",177577,1,"Taeniophallus nebularis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\177577_1.tif"
"126557895_1",126557895,1,"Pseudogekko brevipes","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\126557895_1.tif"
"198386_1",198386,1,"Mesalina rubropunctata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\198386_1.tif"
"178193_1",178193,1,"Microgecko depressus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178193_1.tif"
"63488699_1",63488699,1,"Contomastix charrua","EX",NA
"172794_1",172794,1,"Lygodactylus mirabilis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172794_1.tif"
"196930_1",196930,1,"Pachydactylus austeni","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196930_1.tif"
"196987_1",196987,1,"Nucras boulengeri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196987_1.tif"
"13155385_1",13155385,1,"Pristurus phillipsii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13155385_1.tif"
"199726_1",199726,1,"Hemidactylus oxyrhinus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\199726_1.tif"
"50956556_1",50956556,1,"Liolaemus fittkaui","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\50956556_1.tif"
"21584356_1",21584356,1,"Myriopholis longicauda","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\21584356_1.tif"
"196977_1",196977,1,"Heliobolus nitidus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196977_1.tif"
"193488_1",193488,1,"Phelsuma roesleri","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\193488_1.tif"
"64334_1",64334,1,"Crotalus tancitarensis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64334_1.tif"
